docid,language_group,country,year,report_name,url,evidence_quote,short_excerpt,paragraph_text,hover_label,hover_label_plain,confidence,stage,match_method,short_match_method,filename
112.0,English,Mauritius,2011,New strategy for prevocational education,http://planipolis.iiep.unesco.org/en/2011/new-strategy-prevocational-education-5266,writing piloting and finalizing the teaching and learning materials teacher training and working on the new end of programme assessment and certification,...preparing the syllabus holding workshops with all stakeholders writing piloting and finalizing the teaching and learning materials teacher training and working on the new end of programme assessment and certification 7 1 transition phase the new model will be phased in...,...gical back up and support will be provided all throughout the 4 year programme an outreach exercise for parents will be conducted with a view to partnering with them to promote the development of their children 7 implementation process the project will be implemented in two phases year 1 2 in 2012 and year 3 4 in 2013 it will involve preparing the syllabus holding workshops with all stakeholders writing piloting and finalizing the teaching and learning materials teacher training and working on the new end of programme assessment and certification 7 1 transition phase the new model will be phased in gradually into the system as from january 2012 with full implementation achieved by 2015 • students entering in year i in 2012 will follow the new programme right from the start and through to 2015 • for those who will be in year ii in 2012 the new programme will be gradually phased in with the introduction of new pedagogical materials during...,Country: Mauritius<br>Report Name: New strategy for prevocational education<br>Text Excerpt: ...preparing the syllabus holding workshops with all stakeholders writing piloting and finalizing the teaching and learning materials teacher training and working on the new end of programme assessment and certification 7 1 transition phase the new model will be phased in...,"Country: Mauritius
Report Name: New strategy for prevocational education
Text Excerpt: ...preparing the syllabus holding workshops with all stakeholders writing piloting and finalizing the teaching and learning materials teacher training and working on the new end of programme assessment and certification 7 1 transition phase the new model will be phased in...",0.95,verify,direct,direct,mauritius_prevoc2011.pdf
135.0,English,Mozambique,2012,Education strategic plan 2012-2016,http://planipolis.iiep.unesco.org/en/2012/education-strategic-plan-2012-2016-5590,the curriculum and lesson plans will be revisited in terms of the learning methodologies promoted,...in and providing more resources to this area at the same time the curriculum and lesson plans will be revisited in terms of the learning methodologies promoted the treatment of cross cutting issues and the...,...improve the curriculum implementation over the coming years the sector will continue to implement the new curriculum which includes semi automatic promotion that enables children from grade 1 to transit to 2 cycle 1 or from grades 3 to 5 cycle 2 without examinations43 priority will be given to learning basic skills in the first cycle by placing the best teachers in and providing more resources to this area at the same time the curriculum and lesson plans will be revisited in terms of the learning methodologies promoted the treatment of cross cutting issues and the treatment of children with special educational needs in this context the efforts to ensure a better link between lower ep1 and upper ep2 primary education as well as as to accelerate construction and improve the monitoring of its management the reform is currently in an experimental stage it is too early to draw conclusions on the effectiveness of the new approach 43 this impl...,Country: Mozambique<br>Report Name: Education strategic plan 2012-2016<br>Text Excerpt: ...in and providing more resources to this area at the same time the curriculum and lesson plans will be revisited in terms of the learning methodologies promoted the treatment of cross cutting issues and the...,"Country: Mozambique
Report Name: Education strategic plan 2012-2016
Text Excerpt: ...in and providing more resources to this area at the same time the curriculum and lesson plans will be revisited in terms of the learning methodologies promoted the treatment of cross cutting issues and the...",0.9,verify,direct,direct,mozambique_education_sector_plan_2012-2016.pdf
500.0,English,Myanmar,2020,Myanmar COVID-19 National Response and Recovery Plan for the Education Sector May 2020 – October 2021,http://planipolis.iiep.unesco.org/en/2020/myanmar-covid-19-national-response-and-recovery-plan-education-sector-may-2020-%E2%80%93-october-2021,development printing uploading of complementary guideline to teachers to support students’ support home based learning,...curriculum plans for different subjects and grades reached with development printing uploading of complementary guideline to teachers to support students’ support home based learning translation of distance learning materials in...,...able eie partners can distance provide ta through its distance learning task force learning out of above adb is working with myme to develop distance learning material 30 000 materials for the new curriculum grade 6 grade 7 and grade disadvantaged 10 development development of worksheets and learning children are adb will support secondary education curriculum plans for different subjects and grades reached with development printing uploading of complementary guideline to teachers to support students’ support home based learning translation of distance learning materials in collaboration with ebeps from partnership framework under into ethnic languages where feasible and iaqe with the support of myanmar education consortium mec and vso through partnerships with ebeps support eie partners will support provision of learning materials in program different ethnic languages adaptation of learning materials for eie sector application is submi...,Country: Myanmar<br>Report Name: Myanmar COVID-19 National Response and Recovery Plan for the Education Sector May 2020 – October 2021<br>Text Excerpt: ...curriculum plans for different subjects and grades reached with development printing uploading of complementary guideline to teachers to support students’ support home based learning translation of distance learning materials in...,"Country: Myanmar
Report Name: Myanmar COVID-19 National Response and Recovery Plan for the Education Sector May 2020 – October 2021
Text Excerpt: ...curriculum plans for different subjects and grades reached with development printing uploading of complementary guideline to teachers to support students’ support home based learning translation of distance learning materials in...",0.9,verify,direct,direct,myanmar_covid-19_national_response_recovery_plan_for_education_sector_may2020-oct2021.pdf
355.0,English,Nepal,2023,Recovery and Accelerated Learning (ReAL) Plan (2023-2028),http://planipolis.iiep.unesco.org/en/2023/recovery-and-accelerated-learning-real-plan-2023-2028,structured pedagogy provides “coordinated interventions for improving instruction program components include teaching and learning materials lesson plans teacher guides teacher professional development and assessment”,...grounding for ongoing learning and for life and work”15 structured pedagogy provides “coordinated interventions for improving instruction program components include teaching and learning materials lesson plans teacher guides teacher professional development and assessment”16 flipped classroom concept is also in practice for...,...nsive coordinated programs that focus on teaching and learning with the objective of changing classroom practices to ensure that every child learns the ultimate goal of structured pedagogy is that all children gain foundational literacy and numeracy and transferable social and emotional skills as an essential grounding for ongoing learning and for life and work”15 structured pedagogy provides “coordinated interventions for improving instruction program components include teaching and learning materials lesson plans teacher guides teacher professional development and assessment”16 flipped classroom concept is also in practice for sometimes now globally and also in nepal which can be expanded further cost effectively activity 1 regrouping of grades for redefining learning objectives and learning benchmarks curricular revisions will not happen until the third of year of the real plan based on the lessons learned during the first two years...,Country: Nepal<br>Report Name: Recovery and Accelerated Learning (ReAL) Plan (2023-2028)<br>Text Excerpt: ...grounding for ongoing learning and for life and work”15 structured pedagogy provides “coordinated interventions for improving instruction program components include teaching and learning materials lesson plans teacher guides teacher professional development and assessment”16 flipped classroom concept is also in practice for...,"Country: Nepal
Report Name: Recovery and Accelerated Learning (ReAL) Plan (2023-2028)
Text Excerpt: ...grounding for ongoing learning and for life and work”15 structured pedagogy provides “coordinated interventions for improving instruction program components include teaching and learning materials lesson plans teacher guides teacher professional development and assessment”16 flipped classroom concept is also in practice for...",0.95,verify,direct,direct,nepal_real_plan_2023-2028.pdf
146.0,French,Niger,2020,Requête de financement accéléré COVID-19 et document de programme. Niger,http://planipolis.iiep.unesco.org/en/2020/requ%C3%AAte-de-financement-acc%C3%A9l%C3%A9r%C3%A9-covid-19-et-document-de-programme-niger-7000,le présent financement permettra d’appuyer la supervision à distance des enseignants par les conseillers pédagogiques pour la prise en main de ces fascicules de formation et guides,...et des guides de l’enseignant par niveau en complément le présent financement permettra d’appuyer la supervision à distance des enseignants par les conseillers pédagogiques pour la prise en main de ces fascicules de formation et guides 680 conseillers pédagogiques seront concernés par...,...rgés de les distribuer au niveau des écoles et des collèges activité 1 3 appui aux enseignants dans le cadre des financements reprogrammés sur le fcse pour soutenir la réponse du secteur aux effets de la pandémie de covid 19 sur la fin de l’année 2020 les enseignants du primaire se verront distribuer des fascicules de formation et des guides de l’enseignant par niveau en complément le présent financement permettra d’appuyer la supervision à distance des enseignants par les conseillers pédagogiques pour la prise en main de ces fascicules de formation et guides 680 conseillers pédagogiques seront concernés par ailleurs la formation de 1 200 enseignants du primaire grâce aux outils de formation à distance ifadem se poursuivra en 2020 sur les financements reprogrammés du fcse le financement du pme permettra de prendre le relai et de soutenir en 2021 la formation à distance plus de 2 900 nouveaux enseignants activité 1 4 appui à la mutualisa...,Country: Niger<br>Report Name: Requête de financement accéléré COVID-19 et document de programme. Niger<br>Text Excerpt: ...et des guides de l’enseignant par niveau en complément le présent financement permettra d’appuyer la supervision à distance des enseignants par les conseillers pédagogiques pour la prise en main de ces fascicules de formation et guides 680 conseillers pédagogiques seront concernés par...,"Country: Niger
Report Name: Requête de financement accéléré COVID-19 et document de programme. Niger
Text Excerpt: ...et des guides de l’enseignant par niveau en complément le présent financement permettra d’appuyer la supervision à distance des enseignants par les conseillers pédagogiques pour la prise en main de ces fascicules de formation et guides 680 conseillers pédagogiques seront concernés par...",0.95,verify,direct,direct,niger_2020_08_covid-19_aff_request_niger_-_verified.pdf
264.0,English,Pakistan,2021,"Khyber Pakhtunkhwa Education Improvement Program (KP-EIP): program document for education sector program implementation grant for Khyber Pakhtunkhwa, Pakistan",http://planipolis.iiep.unesco.org/en/2021/khyber-pakhtunkhwa-education-improvement-program-kp-eip-program-document-education-sector,teachers are provided with lesson plans an online cpd teacher attendance portal has been developed to track teacher participation in cpd,...skills and various other learning tools and teaching tips teachers are provided with lesson plans an online cpd teacher attendance portal has been developed to track teacher participation in cpd under the espig pite in close coordination with the...,...pite and selected teachers who deliver the training are trained by pite the modules for the training program are developed with assistance from dfid under the program monthly cluster based professional development days 35 are organized to train primary school teachers on the content knowledge effective pedagogical techniques classroom management skills and various other learning tools and teaching tips teachers are provided with lesson plans an online cpd teacher attendance portal has been developed to track teacher participation in cpd under the espig pite in close coordination with the directorate of elementary and secondary education will develop a teacher training program using the existing cpd model on the rationalized and aligned curriculum and reviewed slos for languages and mathematics grade 1 to 5 particularly for multi grade settings in addition to monthly professional days professional supervision and mentoring in the classr...,"Country: Pakistan<br>Report Name: Khyber Pakhtunkhwa Education Improvement Program (KP-EIP): program document for education sector program implementation grant for Khyber Pakhtunkhwa, Pakistan<br>Text Excerpt: ...skills and various other learning tools and teaching tips teachers are provided with lesson plans an online cpd teacher attendance portal has been developed to track teacher participation in cpd under the espig pite in close coordination with the...","Country: Pakistan
Report Name: Khyber Pakhtunkhwa Education Improvement Program (KP-EIP): program document for education sector program implementation grant for Khyber Pakhtunkhwa, Pakistan
Text Excerpt: ...skills and various other learning tools and teaching tips teachers are provided with lesson plans an online cpd teacher attendance portal has been developed to track teacher participation in cpd under the espig pite in close coordination with the...",0.95,verify,direct,direct,pakistan_khyber-pakhtunkhwa-program-document_2021.pdf
141.0,English,Pakistan,2022,Khyber Pakhtunkhwa Education Sector Plan 2020/21 - 2024/25,http://planipolis.iiep.unesco.org/en/2022/khyber-pakhtunkhwa-education-sector-plan-202021-202425-7418,revise teacher training manuals and teacher guides so that they reflect the snc,...facilitate special needs students’ access to quality education revise teacher training manuals and teacher guides so that they reflect the snc develop a 2 1 4 implement institutional long term...,...proved student materials in line with achievement ece curriculum and early learning improved quality of development standards education at ece elds in the snc and preparing children more the quality standards effectively to enter and outlined in the mnsqe remain in primary develop special needs education teaching and learning materials to promote inclusive education and facilitate special needs students’ access to quality education revise teacher training manuals and teacher guides so that they reflect the snc develop a 2 1 4 implement institutional long term quality improved development plan for examination and examinations assessment curriculum and tlm more learning and learning evaluation wing of responsive to the needs assessment assessments dcte and bises to challenges and limitations system based on for quality meet the demands of at school and classroom standards with improvement snc implementation level support develop and imple...,Country: Pakistan<br>Report Name: Khyber Pakhtunkhwa Education Sector Plan 2020/21 - 2024/25<br>Text Excerpt: ...facilitate special needs students’ access to quality education revise teacher training manuals and teacher guides so that they reflect the snc develop a 2 1 4 implement institutional long term...,"Country: Pakistan
Report Name: Khyber Pakhtunkhwa Education Sector Plan 2020/21 - 2024/25
Text Excerpt: ...facilitate special needs students’ access to quality education revise teacher training manuals and teacher guides so that they reflect the snc develop a 2 1 4 implement institutional long term...",0.9,verify,direct,direct,pakistan-khyber-pakhtunkhwa-esp.pdf
487.0,English,Rwanda,2021,National policy of persons with disabilities and four years strategic plan (2021-2024),http://planipolis.iiep.unesco.org/en/2021/national-policy-persons-disabilities-and-four-years-strategic-plan-2021-2024-7242,4 establish and equip resource rooms centers in special and inclusive mineduc 970 000 000 725 000 000 1 810 000 000 910 000 000,...000 standards in special and inclusive schools organisations 4 establish and equip resource rooms centers in special and inclusive mineduc 970 000 000 725 000 000 1 810 000 000 910 000 000 4 415 000 000 schools as well as hli reb wda 5 train...,...000 42 2 set standards and guidelines for special mineduc and inclusive schools reb wda 70 000 000 25 000 000 20 000 000 20 000 000 135 000 000 3 empower local authorities communities minaloc and and civil society groups to support the concerned civil development of reasonable accommodation society 15 000 000 12 000 000 10 000 000 8 000 000 45 000 000 standards in special and inclusive schools organisations 4 establish and equip resource rooms centers in special and inclusive mineduc 970 000 000 725 000 000 1 810 000 000 910 000 000 4 415 000 000 schools as well as hli reb wda 5 train teachers on the use of adapted minaloc technologies and development of local andconcerned education resources 3 recruit and train 25 000 000 40 000 000 45 000 000 25 000 000 135 000 000 civil society support service providers organisations 6 integrate procedures for sen assessment mineduc referral and support into the educational reb wda 300 000 000 300 0...,Country: Rwanda<br>Report Name: National policy of persons with disabilities and four years strategic plan (2021-2024)<br>Text Excerpt: ...000 standards in special and inclusive schools organisations 4 establish and equip resource rooms centers in special and inclusive mineduc 970 000 000 725 000 000 1 810 000 000 910 000 000 4 415 000 000 schools as well as hli reb wda 5 train...,"Country: Rwanda
Report Name: National policy of persons with disabilities and four years strategic plan (2021-2024)
Text Excerpt: ...000 standards in special and inclusive schools organisations 4 establish and equip resource rooms centers in special and inclusive mineduc 970 000 000 725 000 000 1 810 000 000 910 000 000 4 415 000 000 schools as well as hli reb wda 5 train...",0.95,verify,direct,direct,rwanda_national_policy_on_disability_and_inclusion_final.pdf
348.0,English,Rwanda,2024,Foundational learning strategy 2024/25 – 2028/29,http://planipolis.iiep.unesco.org/en/2024/foundational-learning-strategy-202425-202829,similarly every teacher should have teacher guides aligned with the textbook and curriculum,...including ample supplementary materials for reading practice similarly every teacher should have teacher guides aligned with the textbook and curriculum reading practice requires books at students’ reading...,...o improving learning outcomes in contexts with large class sizes unqualified and inexperienced teachers or shortage of instructional time with insufficient access to textbooks valuable instructional time can be wasted as students copy content from the blackboard significantly reducing time for engaged learning every child should have a textbook or learning materials including ample supplementary materials for reading practice similarly every teacher should have teacher guides aligned with the textbook and curriculum reading practice requires books at students’ reading levels in a variety of formats and genres ideally this includes levelled texts decodable readers and general interest children’s books a core set of literacy materials for each classroom creates a framework for ensuring students engage in daily guided and independent reading practice equally numeracy tlm support foundational learning strategy 38 merg efor mat 0 student cen...,Country: Rwanda<br>Report Name: Foundational learning strategy 2024/25 – 2028/29<br>Text Excerpt: ...including ample supplementary materials for reading practice similarly every teacher should have teacher guides aligned with the textbook and curriculum reading practice requires books at students’ reading...,"Country: Rwanda
Report Name: Foundational learning strategy 2024/25 – 2028/29
Text Excerpt: ...including ample supplementary materials for reading practice similarly every teacher should have teacher guides aligned with the textbook and curriculum reading practice requires books at students’ reading...",0.95,verify,direct,direct,rwanda_Foundational_Learning_Strategy_2024.pdf
490.0,English,Sudan,2019,General Education Sector Strategic Plan 2018/19 - 2022/23,http://planipolis.iiep.unesco.org/en/2019/general-education-sector-strategic-plan-201819-202223-6814,provision of text books and readers to learners as well as teaching guides to teachers the activity will also pilot assessment feedback,...intervention in lower grades of basic education this will cover provision of text books and readers to learners as well as teaching guides to teachers the activity will also pilot assessment feedback to schools and parents to ensure the school community...,...nt proportion of children in grade three are not learning much based on curriculum expectation this share of non readers stands at 40 with considerable number of children struggling to perform numeric operations like number identification identification of patterns etc the plan will support the pilot of an early grade reading and mathematics intervention in lower grades of basic education this will cover provision of text books and readers to learners as well as teaching guides to teachers the activity will also pilot assessment feedback to schools and parents to ensure the school community attention is concentrated on learning and learning outcomes summary of activities and targets for program 5 1 program activity output 2019 2020 2021 2022 2023 indicator curriculum enhance number of 164 167 87 89 57 and monitoring curriculum assessment and monitors reforms supervision of recruited including implementatio and learning n of the new stat...,Country: Sudan<br>Report Name: General Education Sector Strategic Plan 2018/19 - 2022/23<br>Text Excerpt: ...intervention in lower grades of basic education this will cover provision of text books and readers to learners as well as teaching guides to teachers the activity will also pilot assessment feedback to schools and parents to ensure the school community...,"Country: Sudan
Report Name: General Education Sector Strategic Plan 2018/19 - 2022/23
Text Excerpt: ...intervention in lower grades of basic education this will cover provision of text books and readers to learners as well as teaching guides to teachers the activity will also pilot assessment feedback to schools and parents to ensure the school community...",0.9,verify,direct,direct,2019-01-sudan-general-education-sector-strategic-plan-2018-2023.pdf
458.0,English,Syrian Arab Republic,2021,Improving equity and learning: strengthening educational pathways for children in Northeast Syria: Global Partnership for Education program 2021-2024,http://planipolis.iiep.unesco.org/en/2021/improving-equity-and-learning-strengthening-educational-pathways-children-northeast-syria,nfe teachers and education personnel in formal and non formal education programming will benefit from on going professional development initiatives focused on inclusive gender sensitive and protective pedagogy,...services adolescents might need to ensure effective teaching nfe teachers and education personnel in formal and non formal education programming will benefit from on going professional development initiatives focused on inclusive gender sensitive and protective pedagogy teacher well being and integration of sel across the...,...n with distance learning modalities developed and remote individual learning tools will be distributed to learners psychosocial support services will be provided at the learning centers student assessments in literacy numeracy sel will be designed and then will be conducted every six months to determine what services adolescents might need to ensure effective teaching nfe teachers and education personnel in formal and non formal education programming will benefit from on going professional development initiatives focused on inclusive gender sensitive and protective pedagogy teacher well being and integration of sel across the curriculum classroom management and life skills including training using the ticc modules training will support teachers to consider factors that influence their well being and provide strategies for engaging in peer support such mentoring and coaching training will also include guidance to teachers to consider dif...,Country: Syrian Arab Republic<br>Report Name: Improving equity and learning: strengthening educational pathways for children in Northeast Syria: Global Partnership for Education program 2021-2024<br>Text Excerpt: ...services adolescents might need to ensure effective teaching nfe teachers and education personnel in formal and non formal education programming will benefit from on going professional development initiatives focused on inclusive gender sensitive and protective pedagogy teacher well being and integration of sel across the...,"Country: Syrian Arab Republic
Report Name: Improving equity and learning: strengthening educational pathways for children in Northeast Syria: Global Partnership for Education program 2021-2024
Text Excerpt: ...services adolescents might need to ensure effective teaching nfe teachers and education personnel in formal and non formal education programming will benefit from on going professional development initiatives focused on inclusive gender sensitive and protective pedagogy teacher well being and integration of sel across the...",0.95,verify,direct,direct,syria_2022-03-program-document-espig-syria-save-the-children.pdf
55.0,English,Timor-Leste,2011,Plano Estratégico Nacional da Educação 2011-2030,http://planipolis.iiep.unesco.org/en/2011/plano-estrat%C3%A9gico-nacional-da-educa%C3%A7%C3%A3o-2011-2030-5541,design and produce teacher and student books and materials for first and second cycles,...cycle curriculum in schools and identify modifications 2 2 1 3 design and produce teacher and student books and materials for first and second cycles 2 2 1 4 produce the new curriculum framework for...,...lum development outcome 2 1 a relevant and localised curriculum is developed implemented and monitored by 2015 and quality teaching and learning materials are available for all result 2 2 1 a new curriculum for the first second and third cycles is designed activities 2 2 1 1 review the new curriculum framework for first and second cycles 2 2 1 2 pilot the new second cycle curriculum in schools and identify modifications 2 2 1 3 design and produce teacher and student books and materials for first and second cycles 2 2 1 4 produce the new curriculum framework for third cycle 2 2 1 5 pilot the new curriculum for third cycle in the schools and identify modifications 2 2 1 6 design and produce teacher and student books and materials for the third cycle g7 2011 g8 2012 and g9 2013 result 2 2 2 new curriculum for first second and third cycles is implemented activities 2 2 2 1 print final edition and distribute new books and support materials i...,Country: Timor-Leste<br>Report Name: Plano Estratégico Nacional da Educação 2011-2030<br>Text Excerpt: ...cycle curriculum in schools and identify modifications 2 2 1 3 design and produce teacher and student books and materials for first and second cycles 2 2 1 4 produce the new curriculum framework for...,"Country: Timor-Leste
Report Name: Plano Estratégico Nacional da Educação 2011-2030
Text Excerpt: ...cycle curriculum in schools and identify modifications 2 2 1 3 design and produce teacher and student books and materials for first and second cycles 2 2 1 4 produce the new curriculum framework for...",0.95,verify,direct,direct,timor_leste_nesp2011-2030.pdf
511.0,English,Tuvalu,2016,Tuvalu Education Sector Plan III (TESP III) 2016-2020,http://planipolis.iiep.unesco.org/en/2016/tuvalu-education-sector-plan-iii-tesp-iii-2016-2020-7264,implementation of the tuvalu national curriculum policy framework • implementation of national development tncpf through the development of curricular materials and support curriculum policy framework resources,...and rationale focus outputs performance indicators curriculum i implementation of the tuvalu national curriculum policy framework • implementation of national development tncpf through the development of curricular materials and support curriculum policy framework resources • number of curricular materials • develop and...,...rning resources human resources and sustainable infrastructure development in schools to achieve outcome 2 a number of programmes are proposed targeting the improvement of resourcing and infrastructure development of schools 2 1 resourcing the resourcing programme is based on the following key activities and rationale focus outputs performance indicators curriculum i implementation of the tuvalu national curriculum policy framework • implementation of national development tncpf through the development of curricular materials and support curriculum policy framework resources • number of curricular materials • develop and implement curricula materials and support resources for and support resources ecce and align them to tncpf developed and implemented • develop and implement curricula materials and support resources for • professional development to all primary level and align them to tncpf sectors on the curricula materials • develop an...,Country: Tuvalu<br>Report Name: Tuvalu Education Sector Plan III (TESP III) 2016-2020<br>Text Excerpt: ...and rationale focus outputs performance indicators curriculum i implementation of the tuvalu national curriculum policy framework • implementation of national development tncpf through the development of curricular materials and support curriculum policy framework resources • number of curricular materials • develop and...,"Country: Tuvalu
Report Name: Tuvalu Education Sector Plan III (TESP III) 2016-2020
Text Excerpt: ...and rationale focus outputs performance indicators curriculum i implementation of the tuvalu national curriculum policy framework • implementation of national development tncpf through the development of curricular materials and support curriculum policy framework resources • number of curricular materials • develop and...",0.9,verify,direct,direct,tuvalu_education_strategic_plan_tespiii_2016.pdf
420.0,English,Uganda,2018,Education response plan for refugees and host communities in Uganda (2018-2021),http://planipolis.iiep.unesco.org/en/2018/education-response-plan-refugees-and-host-communities-uganda-2018-2021,the supply of text books teachers guide and learning materials have been prioritized all across the education levels,...to not have enough materials to cater for the refugee influx the supply of text books teachers guide and learning materials have been prioritized all across the education levels including aep and vocational skills training based on...,...and wellbeing of the children in the refugee context for example working with large classes assessment of learning and social and emotional learning sel psycho social support gbv counselling and special needs education continuous professional development training and leadership training to school managements are also planned as many schools are reported to not have enough materials to cater for the refugee influx the supply of text books teachers guide and learning materials have been prioritized all across the education levels including aep and vocational skills training based on the pupil textbook ratio which has been targeted for each year output 3 strengthened system for effective delivery the activities under output 3 covers national and district level support in the area of institutional development coordination and planning data and information management and enhanced community engagement based on the analysis of the current conf...,Country: Uganda<br>Report Name: Education response plan for refugees and host communities in Uganda (2018-2021)<br>Text Excerpt: ...to not have enough materials to cater for the refugee influx the supply of text books teachers guide and learning materials have been prioritized all across the education levels including aep and vocational skills training based on...,"Country: Uganda
Report Name: Education response plan for refugees and host communities in Uganda (2018-2021)
Text Excerpt: ...to not have enough materials to cater for the refugee influx the supply of text books teachers guide and learning materials have been prioritized all across the education levels including aep and vocational skills training based on...",0.95,verify,direct,direct,uganda_Education-Response-Plan-for-Refugees-and-Host-Communities.pdf
391.0,English,Vanuatu,2006,Vanuatu Education Sector Strategy (VESS) 2007-2016 - Incorporating the Ministry of Education Corporate Plan and Medium-Term Expenditure Framework for 2007-2009 (working draft),http://planipolis.iiep.unesco.org/en/2006/vanuatu-education-sector-strategy-vess-2007-2016-incorporating-ministry-education-corporate,supported by distance learning materials and provincially based teacher support centres,...school based national early childhood • teaching certificate supported by distance learning materials and provincially based teacher support centres • moe to provide support through the development and...,...community owned supported managed maintained and funded registered by the moe to operate within the education act regulations and instructions this will require the achievement of minimum standards in education quality • taught by community teachers selected and employed by the community on casual rates • with all untrained teachers undertaking a three year part time school based national early childhood • teaching certificate supported by distance learning materials and provincially based teacher support centres • moe to provide support through the development and free provision of a national early childhood development curriculum one year pre school and two years primary and vernacular learning materials the national early childhood teaching certificate and provincial teacher support centres and officers and to fund one year of pre skul and years 1 and 2 2 basic education schools • free except for boarding fees and compulsory for all...,Country: Vanuatu<br>Report Name: Vanuatu Education Sector Strategy (VESS) 2007-2016 - Incorporating the Ministry of Education Corporate Plan and Medium-Term Expenditure Framework for 2007-2009 (working draft)<br>Text Excerpt: ...school based national early childhood • teaching certificate supported by distance learning materials and provincially based teacher support centres • moe to provide support through the development and...,"Country: Vanuatu
Report Name: Vanuatu Education Sector Strategy (VESS) 2007-2016 - Incorporating the Ministry of Education Corporate Plan and Medium-Term Expenditure Framework for 2007-2009 (working draft)
Text Excerpt: ...school based national early childhood • teaching certificate supported by distance learning materials and provincially based teacher support centres • moe to provide support through the development and...",0.95,verify,direct,direct,vanuatu-education_sector_strategy.pdf
292.0,English,Vanuatu,2009,Vanuatu education road map - Feuille de route de l'éducation de Vanuatu,http://planipolis.iiep.unesco.org/en/2009/vanuatu-education-road-map-feuille-de-route-de-l%C3%A9ducation-de-vanuatu-5543,phased development of curriculum standards and supporting teacher guidelines and student learning materials during 2010 to 2012,...statement will be completed in 2010 and work will begin on the phased development of curriculum standards and supporting teacher guidelines and student learning materials during 2010 to 2012 the focus will be years k to 3 the early childhood...,...d ministry of education decisions have been determined 3 14 the national curriculum development program that has been initiated will be supported and extended the objective is to reform the existing vanuatu school curriculum and to deliver appropriate quality learning programmes to all vanuatu students the development of a new national curriculum statement will be completed in 2010 and work will begin on the phased development of curriculum standards and supporting teacher guidelines and student learning materials during 2010 to 2012 the focus will be years k to 3 the early childhood curriculum and then on primary years 4 to 6 and primary years 7 to 8 it is recognised that effective curriculum and teacher development is a long term process that may extend over ten to twenty years the development of the new secondary curriculum standards will occur in an orderly and planned way from 2013 on in order to ensure that the curriculum developm...,Country: Vanuatu<br>Report Name: Vanuatu education road map - Feuille de route de l'éducation de Vanuatu<br>Text Excerpt: ...statement will be completed in 2010 and work will begin on the phased development of curriculum standards and supporting teacher guidelines and student learning materials during 2010 to 2012 the focus will be years k to 3 the early childhood...,"Country: Vanuatu
Report Name: Vanuatu education road map - Feuille de route de l'éducation de Vanuatu
Text Excerpt: ...statement will be completed in 2010 and work will begin on the phased development of curriculum standards and supporting teacher guidelines and student learning materials during 2010 to 2012 the focus will be years k to 3 the early childhood...",0.95,verify,direct,direct,vanuatu_education_road_map_2009.pdf
203.0,English,Vanuatu,2012,Vanuatu Education Sector Program: design document,http://planipolis.iiep.unesco.org/en/2012/vanuatu-education-sector-program-design-document-5542,provide year 1 3 students primary schools and teachers with appropriate classroom resources lesson plans workbooks textbooks posters reading books mathematics kits etc,...early literacy and numeracy according to the new curriculum o provide year 1 3 students primary schools and teachers with appropriate classroom resources lesson plans workbooks textbooks posters reading books mathematics kits etc 52 this will include the development of syllabuses...,...rangement between vite and the university ies supported by the managing contractor 104 potential activities include with further details in annex 6  support the implementation of the new curriculum at all levels of the education system for k 13 with an emphasis on k 3 52  support all year 1 3 teachers in effective teaching of early literacy and numeracy according to the new curriculum o provide year 1 3 students primary schools and teachers with appropriate classroom resources lesson plans workbooks textbooks posters reading books mathematics kits etc 52 this will include the development of syllabuses plus teacher guides for k 13 26 o facilitate and support teacher mentoring for example through teacher clusters lesson simulations observations and networks use ‘model’ teachers as part of a practical approach for pre and in service training o create help lines for the in service unit and provincial trainers to give teaching tips and ans...,Country: Vanuatu<br>Report Name: Vanuatu Education Sector Program: design document<br>Text Excerpt: ...early literacy and numeracy according to the new curriculum o provide year 1 3 students primary schools and teachers with appropriate classroom resources lesson plans workbooks textbooks posters reading books mathematics kits etc 52 this will include the development of syllabuses...,"Country: Vanuatu
Report Name: Vanuatu Education Sector Program: design document
Text Excerpt: ...early literacy and numeracy according to the new curriculum o provide year 1 3 students primary schools and teachers with appropriate classroom resources lesson plans workbooks textbooks posters reading books mathematics kits etc 52 this will include the development of syllabuses...",0.98,verify,direct,direct,vanuatu_education_sector_program_2012.pdf
